"YEAR","JURISDICTION","FINES","ARRESTS","CHARGES","DETECTION_STD"
"2023","VIC",529,0,0,"Camera Issued"
"2023","VIC",706,0,0,"Police Issued"
"2023","VIC",349,0,0,"Camera Issued"
"2023","VIC",1752,0,0,"Camera Issued"
"2023","VIC",1515,0,0,"Police Issued"
"2023","VIC",673,0,0,"Camera Issued"
"2023","VIC",2695,0,0,"Camera Issued"
"2023","VIC",1943,0,0,"Police Issued"
"2023","VIC",327,0,0,"Camera Issued"
"2023","VIC",1056,0,0,"Camera Issued"
"2023","VIC",539,0,0,"Police Issued"
"2023","VIC",514,0,0,"Camera Issued"
"2023","VIC",1555,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","NSW",2,0,2,"Police Issued"
"2023","NSW",1556,0,23,"Police Issued"
"2023","NSW",2448,0,9,"Police Issued"
"2023","NSW",2485,0,6,"Police Issued"
"2023","NSW",544,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",132,0,0,"Camera Issued"
"2023","VIC",635,0,0,"Camera Issued"
"2023","VIC",712,0,0,"Police Issued"
"2023","VIC",528,0,0,"Camera Issued"
"2023","VIC",2071,0,0,"Camera Issued"
"2023","VIC",1386,0,0,"Police Issued"
"2023","VIC",904,0,0,"Camera Issued"
"2023","VIC",3351,0,0,"Camera Issued"
"2023","VIC",1764,0,0,"Police Issued"
"2023","VIC",432,0,0,"Camera Issued"
"2023","VIC",1202,0,0,"Camera Issued"
"2023","VIC",428,0,0,"Police Issued"
"2023","VIC",621,0,0,"Camera Issued"
"2023","VIC",1723,0,0,"Camera Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","NSW",7,0,0,"Police Issued"
"2023","NSW",1468,0,11,"Police Issued"
"2023","NSW",2247,0,20,"Police Issued"
"2023","NSW",2433,0,6,"Police Issued"
"2023","NSW",572,0,0,"Police Issued"
"2023","VIC",272,0,0,"Camera Issued"
"2023","VIC",496,0,0,"Camera Issued"
"2023","VIC",674,0,0,"Police Issued"
"2023","VIC",892,0,0,"Camera Issued"
"2023","VIC",1676,0,0,"Camera Issued"
"2023","VIC",1432,0,0,"Police Issued"
"2023","VIC",1263,0,0,"Camera Issued"
"2023","VIC",2791,0,0,"Camera Issued"
"2023","VIC",1836,0,0,"Police Issued"
"2023","VIC",581,0,0,"Camera Issued"
"2023","VIC",1300,0,0,"Camera Issued"
"2023","VIC",539,0,0,"Police Issued"
"2023","VIC",956,0,0,"Camera Issued"
"2023","VIC",1589,0,0,"Camera Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",105,0,0,"Camera Issued"
"2023","VIC",497,0,0,"Camera Issued"
"2023","VIC",611,0,0,"Police Issued"
"2023","VIC",432,0,0,"Camera Issued"
"2023","VIC",1829,0,0,"Camera Issued"
"2023","VIC",1213,0,0,"Police Issued"
"2023","VIC",814,0,0,"Camera Issued"
"2023","VIC",2971,0,0,"Camera Issued"
"2023","VIC",1523,0,0,"Police Issued"
"2023","VIC",350,0,0,"Camera Issued"
"2023","VIC",1364,0,0,"Camera Issued"
"2023","VIC",397,0,0,"Police Issued"
"2023","VIC",585,0,0,"Camera Issued"
"2023","VIC",1578,0,0,"Camera Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","NSW",2,0,2,"Police Issued"
"2023","NSW",1586,0,12,"Police Issued"
"2023","NSW",2494,0,10,"Police Issued"
"2023","NSW",2557,0,7,"Police Issued"
"2023","NSW",577,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",38,0,0,"Camera Issued"
"2023","VIC",571,0,0,"Camera Issued"
"2023","VIC",676,0,0,"Police Issued"
"2023","VIC",139,0,0,"Camera Issued"
"2023","VIC",1944,0,0,"Camera Issued"
"2023","VIC",1304,0,0,"Police Issued"
"2023","VIC",318,0,0,"Camera Issued"
"2023","VIC",3340,0,0,"Camera Issued"
"2023","VIC",1675,0,0,"Police Issued"
"2023","VIC",160,0,0,"Camera Issued"
"2023","VIC",1284,0,0,"Camera Issued"
"2023","VIC",397,0,0,"Police Issued"
"2023","VIC",180,0,0,"Camera Issued"
"2023","VIC",1775,0,0,"Camera Issued"
"2023","NSW",4,0,1,"Police Issued"
"2023","NSW",1369,0,12,"Police Issued"
"2023","NSW",2112,0,12,"Police Issued"
"2023","NSW",2099,0,2,"Police Issued"
"2023","NSW",415,0,0,"Police Issued"
"2023","VIC",55,0,0,"Camera Issued"
"2023","VIC",584,0,0,"Camera Issued"
"2023","VIC",719,0,0,"Police Issued"
"2023","VIC",209,0,0,"Camera Issued"
"2023","VIC",1971,0,0,"Camera Issued"
"2023","VIC",1389,0,0,"Police Issued"
"2023","VIC",438,0,0,"Camera Issued"
"2023","VIC",3150,0,0,"Camera Issued"
"2023","VIC",1597,0,0,"Police Issued"
"2023","VIC",237,0,0,"Camera Issued"
"2023","VIC",1281,0,0,"Camera Issued"
"2023","VIC",427,0,0,"Police Issued"
"2023","VIC",259,0,0,"Camera Issued"
"2023","VIC",1678,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","NSW",7,0,0,"Police Issued"
"2023","NSW",1529,0,9,"Police Issued"
"2023","NSW",2345,0,12,"Police Issued"
"2023","NSW",2341,0,4,"Police Issued"
"2023","NSW",569,0,0,"Police Issued"
"2023","NSW",5,0,0,"Police Issued"
"2023","NSW",1363,0,14,"Police Issued"
"2023","NSW",2051,0,14,"Police Issued"
"2023","NSW",2129,0,3,"Police Issued"
"2023","NSW",477,0,1,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",279,0,0,"Camera Issued"
"2023","VIC",562,0,0,"Camera Issued"
"2023","VIC",748,0,0,"Police Issued"
"2023","VIC",875,0,0,"Camera Issued"
"2023","VIC",1768,0,0,"Camera Issued"
"2023","VIC",1575,0,0,"Police Issued"
"2023","VIC",1330,0,0,"Camera Issued"
"2023","VIC",3033,0,0,"Camera Issued"
"2023","VIC",2059,0,0,"Police Issued"
"2023","VIC",510,0,0,"Camera Issued"
"2023","VIC",1270,0,0,"Camera Issued"
"2023","VIC",546,0,0,"Police Issued"
"2023","VIC",1020,0,0,"Camera Issued"
"2023","VIC",1767,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","NSW",5,0,0,"Police Issued"
"2023","NSW",1535,0,16,"Police Issued"
"2023","NSW",2386,0,11,"Police Issued"
"2023","NSW",2376,0,5,"Police Issued"
"2023","NSW",560,0,0,"Police Issued"
"2023","VIC",320,0,0,"Camera Issued"
"2023","VIC",506,0,0,"Camera Issued"
"2023","VIC",967,0,0,"Police Issued"
"2023","VIC",881,0,0,"Camera Issued"
"2023","VIC",1953,0,0,"Camera Issued"
"2023","VIC",1704,0,0,"Police Issued"
"2023","VIC",1343,0,0,"Camera Issued"
"2023","VIC",2856,0,0,"Camera Issued"
"2023","VIC",2052,0,0,"Police Issued"
"2023","VIC",448,0,0,"Camera Issued"
"2023","VIC",1244,0,0,"Camera Issued"
"2023","VIC",519,0,0,"Police Issued"
"2023","VIC",916,0,0,"Camera Issued"
"2023","VIC",1614,0,0,"Camera Issued"
"2023","VIC",2,0,0,"Police Issued"
"2024","NSW",5,0,0,"Police Issued"
"2024","NSW",1373,0,16,"Police Issued"
"2024","NSW",2195,0,10,"Police Issued"
"2024","NSW",2280,0,13,"Police Issued"
"2024","NSW",512,0,0,"Police Issued"
"2024","NSW",1888,0,10,"Police Issued"
"2024","NSW",285,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",399,0,0,"Camera Issued"
"2024","SA",549,0,0,"Camera Issued"
"2024","SA",228,3,6,"Police Issued"
"2024","SA",998,0,0,"Camera Issued"
"2024","SA",1369,0,0,"Camera Issued"
"2024","SA",333,2,3,"Police Issued"
"2024","SA",2158,0,0,"Camera Issued"
"2024","SA",2301,0,0,"Camera Issued"
"2024","SA",392,1,2,"Police Issued"
"2024","SA",918,0,0,"Camera Issued"
"2024","SA",721,0,0,"Camera Issued"
"2024","SA",95,0,0,"Police Issued"
"2024","SA",126,0,0,"Camera Issued"
"2024","SA",115,0,0,"Camera Issued"
"2024","SA",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3335,0,0,"Camera Issued"
"2024","VIC",2263,0,0,"Camera Issued"
"2024","VIC",12612,0,0,"Camera Issued"
"2024","VIC",8905,0,0,"Camera Issued"
"2024","VIC",21894,0,0,"Camera Issued"
"2024","VIC",13426,0,0,"Camera Issued"
"2024","VIC",6792,0,0,"Camera Issued"
"2024","VIC",4162,0,0,"Camera Issued"
"2024","VIC",1063,0,0,"Camera Issued"
"2024","VIC",625,0,0,"Camera Issued"
"2024","ACT",3,0,0,"Camera Issued"
"2024","ACT",4,0,0,"Police Issued"
"2024","ACT",449,0,0,"Camera Issued"
"2024","ACT",319,0,0,"Camera Issued"
"2024","ACT",48,0,0,"Police Issued"
"2024","ACT",991,0,0,"Camera Issued"
"2024","ACT",745,0,0,"Camera Issued"
"2024","ACT",68,1,5,"Police Issued"
"2024","ACT",1756,0,0,"Camera Issued"
"2024","ACT",870,0,0,"Camera Issued"
"2024","ACT",50,0,1,"Police Issued"
"2024","ACT",542,0,0,"Camera Issued"
"2024","ACT",306,0,0,"Camera Issued"
"2024","ACT",7,0,0,"Police Issued"
"2024","ACT",64,0,0,"Camera Issued"
"2024","ACT",29,0,0,"Camera Issued"
"2024","NSW",6,0,0,"Police Issued"
"2024","NSW",1709,0,31,"Police Issued"
"2024","NSW",1838,0,28,"Police Issued"
"2024","NSW",1705,0,10,"Police Issued"
"2024","NSW",258,0,0,"Police Issued"
"2024","SA",402,0,0,"Camera Issued"
"2024","SA",593,0,0,"Camera Issued"
"2024","SA",238,0,4,"Police Issued"
"2024","SA",878,0,0,"Camera Issued"
"2024","SA",1619,0,0,"Camera Issued"
"2024","SA",325,1,5,"Police Issued"
"2024","SA",1816,0,0,"Camera Issued"
"2024","SA",2360,0,0,"Camera Issued"
"2024","SA",394,1,3,"Police Issued"
"2024","SA",673,0,0,"Camera Issued"
"2024","SA",718,0,0,"Camera Issued"
"2024","SA",85,0,0,"Police Issued"
"2024","SA",116,0,0,"Camera Issued"
"2024","SA",135,0,0,"Camera Issued"
"2024","SA",2,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2626,0,0,"Camera Issued"
"2024","VIC",2537,0,0,"Camera Issued"
"2024","VIC",10462,0,0,"Camera Issued"
"2024","VIC",9660,0,0,"Camera Issued"
"2024","VIC",17525,0,0,"Camera Issued"
"2024","VIC",15006,0,0,"Camera Issued"
"2024","VIC",5350,0,0,"Camera Issued"
"2024","VIC",4582,0,0,"Camera Issued"
"2024","VIC",845,0,0,"Camera Issued"
"2024","VIC",653,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",2,0,0,"Police Issued"
"2024","ACT",516,0,0,"Camera Issued"
"2024","ACT",420,0,0,"Camera Issued"
"2024","ACT",35,1,2,"Police Issued"
"2024","ACT",1201,0,0,"Camera Issued"
"2024","ACT",932,0,0,"Camera Issued"
"2024","ACT",46,0,2,"Police Issued"
"2024","ACT",1927,0,0,"Camera Issued"
"2024","ACT",1183,0,0,"Camera Issued"
"2024","ACT",45,0,2,"Police Issued"
"2024","ACT",602,0,0,"Camera Issued"
"2024","ACT",371,0,0,"Camera Issued"
"2024","ACT",6,0,0,"Police Issued"
"2024","ACT",95,0,0,"Camera Issued"
"2024","ACT",45,0,0,"Camera Issued"
"2024","NSW",9,0,2,"Police Issued"
"2024","NSW",2548,0,49,"Police Issued"
"2024","NSW",2691,0,38,"Police Issued"
"2024","NSW",2376,0,14,"Police Issued"
"2024","NSW",362,0,1,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",359,0,0,"Camera Issued"
"2024","SA",611,0,0,"Camera Issued"
"2024","SA",319,4,6,"Police Issued"
"2024","SA",808,0,0,"Camera Issued"
"2024","SA",1635,0,0,"Camera Issued"
"2024","SA",513,1,5,"Police Issued"
"2024","SA",1581,0,0,"Camera Issued"
"2024","SA",2413,0,0,"Camera Issued"
"2024","SA",585,4,0,"Police Issued"
"2024","SA",677,0,0,"Camera Issued"
"2024","SA",635,0,0,"Camera Issued"
"2024","SA",145,0,0,"Police Issued"
"2024","SA",96,0,0,"Camera Issued"
"2024","SA",148,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2288,0,0,"Camera Issued"
"2024","VIC",2087,0,0,"Camera Issued"
"2024","VIC",8583,0,0,"Camera Issued"
"2024","VIC",7506,0,0,"Camera Issued"
"2024","VIC",14324,0,0,"Camera Issued"
"2024","VIC",12246,0,0,"Camera Issued"
"2024","VIC",4359,0,0,"Camera Issued"
"2024","VIC",3636,0,0,"Camera Issued"
"2024","VIC",773,0,0,"Camera Issued"
"2024","VIC",493,0,0,"Camera Issued"
"2024","ACT",6,0,0,"Police Issued"
"2024","ACT",460,0,0,"Camera Issued"
"2024","ACT",217,0,0,"Camera Issued"
"2024","ACT",64,1,2,"Police Issued"
"2024","ACT",1046,0,0,"Camera Issued"
"2024","ACT",492,0,0,"Camera Issued"
"2024","ACT",82,0,2,"Police Issued"
"2024","ACT",1662,0,0,"Camera Issued"
"2024","ACT",656,0,0,"Camera Issued"
"2024","ACT",74,0,3,"Police Issued"
"2024","ACT",592,0,0,"Camera Issued"
"2024","ACT",223,0,0,"Camera Issued"
"2024","ACT",12,0,0,"Police Issued"
"2024","ACT",73,0,0,"Camera Issued"
"2024","ACT",15,0,0,"Camera Issued"
"2024","NSW",9,0,2,"Police Issued"
"2024","NSW",2022,0,49,"Police Issued"
"2024","NSW",2170,0,25,"Police Issued"
"2024","NSW",1995,0,7,"Police Issued"
"2024","NSW",284,0,1,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",2,0,0,"Police Issued"
"2024","SA",387,0,0,"Camera Issued"
"2024","SA",604,0,0,"Camera Issued"
"2024","SA",275,4,4,"Police Issued"
"2024","SA",982,0,0,"Camera Issued"
"2024","SA",1351,0,0,"Camera Issued"
"2024","SA",511,3,10,"Police Issued"
"2024","SA",1813,0,0,"Camera Issued"
"2024","SA",2057,0,0,"Camera Issued"
"2024","SA",551,2,8,"Police Issued"
"2024","SA",675,0,0,"Camera Issued"
"2024","SA",580,0,0,"Camera Issued"
"2024","SA",139,0,0,"Police Issued"
"2024","SA",131,0,0,"Camera Issued"
"2024","SA",124,0,0,"Camera Issued"
"2024","SA",6,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2959,0,0,"Camera Issued"
"2024","VIC",2182,0,0,"Camera Issued"
"2024","VIC",10215,0,0,"Camera Issued"
"2024","VIC",8004,0,0,"Camera Issued"
"2024","VIC",17446,0,0,"Camera Issued"
"2024","VIC",12684,0,0,"Camera Issued"
"2024","VIC",5231,0,0,"Camera Issued"
"2024","VIC",3772,0,0,"Camera Issued"
"2024","VIC",975,0,0,"Camera Issued"
"2024","VIC",506,0,0,"Camera Issued"
"2024","ACT",2,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",3,1,1,"Police Issued"
"2024","ACT",466,0,0,"Camera Issued"
"2024","ACT",296,0,0,"Camera Issued"
"2024","ACT",92,0,3,"Police Issued"
"2024","ACT",930,0,0,"Camera Issued"
"2024","ACT",656,0,0,"Camera Issued"
"2024","ACT",109,0,4,"Police Issued"
"2024","ACT",1619,0,0,"Camera Issued"
"2024","ACT",865,0,0,"Camera Issued"
"2024","ACT",81,0,1,"Police Issued"
"2024","ACT",470,0,0,"Camera Issued"
"2024","ACT",280,0,0,"Camera Issued"
"2024","ACT",4,0,0,"Police Issued"
"2024","ACT",78,0,0,"Camera Issued"
"2024","ACT",46,0,0,"Camera Issued"
"2024","NSW",5,0,0,"Police Issued"
"2024","NSW",1744,0,39,"Police Issued"
"2024","NSW",1995,0,14,"Police Issued"
"2024","NSW",1718,0,11,"Police Issued"
"2024","NSW",263,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",334,0,0,"Camera Issued"
"2024","SA",548,0,0,"Camera Issued"
"2024","SA",360,0,6,"Police Issued"
"2024","SA",811,0,0,"Camera Issued"
"2024","SA",1420,0,0,"Camera Issued"
"2024","SA",500,2,7,"Police Issued"
"2024","SA",1518,0,0,"Camera Issued"
"2024","SA",2212,0,0,"Camera Issued"
"2024","SA",586,2,4,"Police Issued"
"2024","SA",529,0,0,"Camera Issued"
"2024","SA",687,0,0,"Camera Issued"
"2024","SA",146,0,1,"Police Issued"
"2024","SA",125,0,0,"Camera Issued"
"2024","SA",110,0,0,"Camera Issued"
"2024","SA",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2954,0,0,"Camera Issued"
"2024","VIC",2419,0,0,"Camera Issued"
"2024","VIC",9893,0,0,"Camera Issued"
"2024","VIC",8608,0,0,"Camera Issued"
"2024","VIC",16579,0,0,"Camera Issued"
"2024","VIC",13997,0,0,"Camera Issued"
"2024","VIC",4924,0,0,"Camera Issued"
"2024","VIC",4027,0,0,"Camera Issued"
"2024","VIC",968,0,0,"Camera Issued"
"2024","VIC",582,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Police Issued"
"2024","ACT",326,0,0,"Camera Issued"
"2024","ACT",189,0,0,"Camera Issued"
"2024","ACT",41,0,3,"Police Issued"
"2024","ACT",685,0,0,"Camera Issued"
"2024","ACT",492,0,0,"Camera Issued"
"2024","ACT",48,0,3,"Police Issued"
"2024","ACT",1098,0,0,"Camera Issued"
"2024","ACT",695,0,0,"Camera Issued"
"2024","ACT",34,0,2,"Police Issued"
"2024","ACT",336,0,0,"Camera Issued"
"2024","ACT",228,0,0,"Camera Issued"
"2024","ACT",2,0,0,"Police Issued"
"2024","ACT",37,0,0,"Camera Issued"
"2024","ACT",35,0,0,"Camera Issued"
"2024","NSW",5,0,1,"Police Issued"
"2024","NSW",2232,0,53,"Police Issued"
"2024","NSW",2458,0,27,"Police Issued"
"2024","NSW",2288,0,10,"Police Issued"
"2024","NSW",308,0,0,"Police Issued"
"2024","SA",356,0,0,"Camera Issued"
"2024","SA",462,0,0,"Camera Issued"
"2024","SA",279,1,3,"Police Issued"
"2024","SA",818,0,0,"Camera Issued"
"2024","SA",1222,0,0,"Camera Issued"
"2024","SA",471,1,4,"Police Issued"
"2024","SA",1697,0,0,"Camera Issued"
"2024","SA",1903,0,0,"Camera Issued"
"2024","SA",502,1,5,"Police Issued"
"2024","SA",679,0,0,"Camera Issued"
"2024","SA",533,0,0,"Camera Issued"
"2024","SA",129,0,0,"Police Issued"
"2024","SA",128,0,0,"Camera Issued"
"2024","SA",114,0,0,"Camera Issued"
"2024","SA",2,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2564,0,0,"Camera Issued"
"2024","VIC",1918,0,0,"Camera Issued"
"2024","VIC",8887,0,0,"Camera Issued"
"2024","VIC",6173,0,0,"Camera Issued"
"2024","VIC",14691,0,0,"Camera Issued"
"2024","VIC",10211,0,0,"Camera Issued"
"2024","VIC",4254,0,0,"Camera Issued"
"2024","VIC",2944,0,0,"Camera Issued"
"2024","VIC",807,0,0,"Camera Issued"
"2024","VIC",463,0,0,"Camera Issued"
"2024","ACT",2,0,0,"Camera Issued"
"2024","ACT",3,0,0,"Police Issued"
"2024","ACT",426,0,0,"Camera Issued"
"2024","ACT",188,0,0,"Camera Issued"
"2024","ACT",52,0,3,"Police Issued"
"2024","ACT",918,0,0,"Camera Issued"
"2024","ACT",410,0,0,"Camera Issued"
"2024","ACT",60,0,2,"Police Issued"
"2024","ACT",1340,0,0,"Camera Issued"
"2024","ACT",573,0,0,"Camera Issued"
"2024","ACT",54,0,0,"Police Issued"
"2024","ACT",327,0,0,"Camera Issued"
"2024","ACT",206,0,0,"Camera Issued"
"2024","ACT",3,0,0,"Police Issued"
"2024","ACT",58,0,0,"Camera Issued"
"2024","ACT",39,0,0,"Camera Issued"
"2024","NSW",8,0,0,"Police Issued"
"2024","NSW",1695,0,56,"Police Issued"
"2024","NSW",1957,0,35,"Police Issued"
"2024","NSW",1731,0,17,"Police Issued"
"2024","NSW",243,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",406,0,0,"Camera Issued"
"2024","SA",469,0,0,"Camera Issued"
"2024","SA",418,1,6,"Police Issued"
"2024","SA",897,0,0,"Camera Issued"
"2024","SA",1111,0,0,"Camera Issued"
"2024","SA",653,2,4,"Police Issued"
"2024","SA",1921,0,0,"Camera Issued"
"2024","SA",1603,0,0,"Camera Issued"
"2024","SA",711,0,3,"Police Issued"
"2024","SA",771,0,0,"Camera Issued"
"2024","SA",462,0,0,"Camera Issued"
"2024","SA",151,0,0,"Police Issued"
"2024","SA",137,0,0,"Camera Issued"
"2024","SA",105,0,0,"Camera Issued"
"2024","SA",5,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2891,0,0,"Camera Issued"
"2024","VIC",2721,0,0,"Camera Issued"
"2024","VIC",9751,0,0,"Camera Issued"
"2024","VIC",9362,0,0,"Camera Issued"
"2024","VIC",15699,0,0,"Camera Issued"
"2024","VIC",14713,0,0,"Camera Issued"
"2024","VIC",4587,0,0,"Camera Issued"
"2024","VIC",4237,0,0,"Camera Issued"
"2024","VIC",766,0,0,"Camera Issued"
"2024","VIC",644,0,0,"Camera Issued"
"2024","ACT",0,1,1,"Police Issued"
"2024","ACT",528,0,0,"Camera Issued"
"2024","ACT",235,0,0,"Camera Issued"
"2024","ACT",62,1,5,"Police Issued"
"2024","ACT",1050,0,0,"Camera Issued"
"2024","ACT",488,0,0,"Camera Issued"
"2024","ACT",74,1,2,"Police Issued"
"2024","ACT",1548,0,0,"Camera Issued"
"2024","ACT",671,0,0,"Camera Issued"
"2024","ACT",61,0,1,"Police Issued"
"2024","ACT",382,0,0,"Camera Issued"
"2024","ACT",260,0,0,"Camera Issued"
"2024","ACT",6,0,0,"Police Issued"
"2024","ACT",73,0,0,"Camera Issued"
"2024","ACT",31,0,0,"Camera Issued"
"2024","NSW",2,0,1,"Police Issued"
"2024","NSW",2121,0,48,"Police Issued"
"2024","NSW",2161,0,25,"Police Issued"
"2024","NSW",1914,0,19,"Police Issued"
"2024","NSW",281,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",1,0,0,"Police Issued"
"2024","SA",383,0,0,"Camera Issued"
"2024","SA",432,0,0,"Camera Issued"
"2024","SA",364,3,4,"Police Issued"
"2024","SA",856,0,0,"Camera Issued"
"2024","SA",1121,0,0,"Camera Issued"
"2024","SA",608,3,7,"Police Issued"
"2024","SA",1699,0,0,"Camera Issued"
"2024","SA",1856,0,0,"Camera Issued"
"2024","SA",708,0,15,"Police Issued"
"2024","SA",649,0,0,"Camera Issued"
"2024","SA",486,0,0,"Camera Issued"
"2024","SA",175,0,1,"Police Issued"
"2024","SA",124,0,0,"Camera Issued"
"2024","SA",97,0,0,"Camera Issued"
"2024","SA",3,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3079,0,0,"Camera Issued"
"2024","VIC",2240,0,0,"Camera Issued"
"2024","VIC",9235,0,0,"Camera Issued"
"2024","VIC",7624,0,0,"Camera Issued"
"2024","VIC",15324,0,0,"Camera Issued"
"2024","VIC",12379,0,0,"Camera Issued"
"2024","VIC",4515,0,0,"Camera Issued"
"2024","VIC",3344,0,0,"Camera Issued"
"2024","VIC",793,0,0,"Camera Issued"
"2024","VIC",523,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",493,0,0,"Camera Issued"
"2024","ACT",184,0,0,"Camera Issued"
"2024","ACT",62,0,3,"Police Issued"
"2024","ACT",999,0,0,"Camera Issued"
"2024","ACT",416,0,0,"Camera Issued"
"2024","ACT",63,0,2,"Police Issued"
"2024","ACT",1712,0,0,"Camera Issued"
"2024","ACT",596,0,0,"Camera Issued"
"2024","ACT",42,0,1,"Police Issued"
"2024","ACT",529,0,0,"Camera Issued"
"2024","ACT",242,0,0,"Camera Issued"
"2024","ACT",6,0,0,"Police Issued"
"2024","ACT",60,0,0,"Camera Issued"
"2024","ACT",30,0,0,"Camera Issued"
"2024","NSW",4,0,2,"Police Issued"
"2024","NSW",2060,0,50,"Police Issued"
"2024","NSW",2075,0,33,"Police Issued"
"2024","NSW",1744,0,16,"Police Issued"
"2024","NSW",222,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",328,0,0,"Camera Issued"
"2024","SA",390,0,0,"Camera Issued"
"2024","SA",351,0,7,"Police Issued"
"2024","SA",799,0,0,"Camera Issued"
"2024","SA",955,0,0,"Camera Issued"
"2024","SA",621,5,12,"Police Issued"
"2024","SA",1572,0,0,"Camera Issued"
"2024","SA",1454,0,0,"Camera Issued"
"2024","SA",632,1,7,"Police Issued"
"2024","SA",621,0,0,"Camera Issued"
"2024","SA",424,0,0,"Camera Issued"
"2024","SA",150,0,0,"Police Issued"
"2024","SA",127,0,0,"Camera Issued"
"2024","SA",83,0,0,"Camera Issued"
"2024","SA",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2223,0,0,"Camera Issued"
"2024","VIC",1666,0,0,"Camera Issued"
"2024","VIC",6834,0,0,"Camera Issued"
"2024","VIC",5120,0,0,"Camera Issued"
"2024","VIC",11346,0,0,"Camera Issued"
"2024","VIC",8239,0,0,"Camera Issued"
"2024","VIC",3402,0,0,"Camera Issued"
"2024","VIC",2407,0,0,"Camera Issued"
"2024","VIC",588,0,0,"Camera Issued"
"2024","VIC",315,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Police Issued"
"2024","ACT",539,0,0,"Camera Issued"
"2024","ACT",158,0,0,"Camera Issued"
"2024","ACT",48,0,1,"Police Issued"
"2024","ACT",1066,0,0,"Camera Issued"
"2024","ACT",396,0,0,"Camera Issued"
"2024","ACT",79,0,3,"Police Issued"
"2024","ACT",1708,0,0,"Camera Issued"
"2024","ACT",513,0,0,"Camera Issued"
"2024","ACT",74,0,0,"Police Issued"
"2024","ACT",524,0,0,"Camera Issued"
"2024","ACT",188,0,0,"Camera Issued"
"2024","ACT",13,0,0,"Police Issued"
"2024","ACT",131,0,0,"Camera Issued"
"2024","ACT",24,0,0,"Camera Issued"
"2024","NSW",3,0,4,"Police Issued"
"2024","NSW",2047,0,27,"Police Issued"
"2024","NSW",2227,0,24,"Police Issued"
"2024","NSW",1997,0,14,"Police Issued"
"2024","NSW",301,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",3,0,0,"Camera Issued"
"2024","SA",0,1,0,"Police Issued"
